orcid,username,ufirstname,ulastname,uemail,ucity,ucountry,uinstitution,udepartment,phone1,cid,cfullname,cstartdate,cenddate,cshortname,cfacultad,course_uri
0000-0000-0000-0093,user93,NombreUsuario93,Apellido93,user93@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,580972993,159,curso #93,1596546987,1603546987,curso#93,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=159
0000-0000-0000-0094,user94,NombreUsuario94,Apellido94,user94@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,580972994,160,curso #94,1596546987,1603546987,curso#94,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=160
0000-0000-0000-0095,user95,NombreUsuario95,Apellido95,user95@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,580972995,161,curso #95,1596546987,1603546987,curso#95,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=161
0000-0000-0000-0096,user96,NombreUsuario96,Apellido96,user96@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,580972996,162,curso #96,1596546987,1603546987,curso#96,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=162
0000-0000-0000-0097,user97,NombreUsuario97,Apellido97,user97@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,580972997,163,curso #97,1596546988,1603546988,curso#97,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=163
0000-0000-0000-0098,user98,NombreUsuario98,Apellido98,user98@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,580972998,164,curso #98,1596546988,1603546988,curso#98,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=164
0000-0000-0000-0099,user99,NombreUsuario99,Apellido99,user99@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,580972999,165,curso #99,1596546988,1603546988,curso#99,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=165
0000-0000-0000-0100,user100,NombreUsuario100,Apellido100,user100@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729100,166,curso #100,1596547049,1603547049,curso#100,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=166
0000-0000-0000-0101,user101,NombreUsuario101,Apellido101,user101@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729101,167,curso #101,1596547049,1603547049,curso#101,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=167
0000-0000-0000-0102,user102,NombreUsuario102,Apellido102,user102@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729102,168,curso #102,1596547049,1603547049,curso#102,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=168
0000-0000-0000-0103,user103,NombreUsuario103,Apellido103,user103@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729103,169,curso #103,1596547049,1603547049,curso#103,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=169
0000-0000-0000-0104,user104,NombreUsuario104,Apellido104,user104@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729104,170,curso #104,1596547050,1603547050,curso#104,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=170
0000-0000-0000-0105,user105,NombreUsuario105,Apellido105,user105@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729105,171,curso #105,1596547050,1603547050,curso#105,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=171
0000-0000-0000-0106,user106,NombreUsuario106,Apellido106,user106@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729106,172,curso #106,1596547050,1603547050,curso#106,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=172
0000-0000-0000-0107,user107,NombreUsuario107,Apellido107,user107@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729107,173,curso #107,1596547050,1603547050,curso#107,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=173
0000-0000-0000-0108,user108,NombreUsuario108,Apellido108,user108@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729108,174,curso #108,1596547051,1603547051,curso#108,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=174
0000-0000-0000-0109,user109,NombreUsuario109,Apellido109,user109@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729109,175,curso #109,1596547051,1603547051,curso#109,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=175
0000-0000-0000-0110,user110,NombreUsuario110,Apellido110,user110@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729110,176,curso #110,1596547051,1603547051,curso#110,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=176
0000-0000-0000-0111,user111,NombreUsuario111,Apellido111,user111@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729111,177,curso #111,1596547051,1603547051,curso#111,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=177
0000-0000-0000-0112,user112,NombreUsuario112,Apellido112,user112@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729112,178,curso #112,1596547052,1603547052,curso#112,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=178
0000-0000-0000-0113,user113,NombreUsuario113,Apellido113,user113@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729113,179,curso #113,1596547052,1603547052,curso#113,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=179
0000-0000-0000-0114,user114,NombreUsuario114,Apellido114,user114@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729114,180,curso #114,1596547052,1603547052,curso#114,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=180
0000-0000-0000-0115,user115,NombreUsuario115,Apellido115,user115@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729115,181,curso #115,1596547052,1603547052,curso#115,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=181
0000-0000-0000-0116,user116,NombreUsuario116,Apellido116,user116@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729116,182,curso #116,1596547053,1603547053,curso#116,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=182
0000-0000-0000-0117,user117,NombreUsuario117,Apellido117,user117@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729117,183,curso #117,1596547053,1603547053,curso#117,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=183
0000-0000-0000-0118,user118,NombreUsuario118,Apellido118,user118@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729118,184,curso #118,1596547053,1603547053,curso#118,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=184
0000-0000-0000-0119,user119,NombreUsuario119,Apellido119,user119@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729119,185,curso #119,1596547053,1603547053,curso#119,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=185
0000-0000-0000-0120,user120,NombreUsuario120,Apellido120,user120@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729120,186,curso #120,1596547054,1603547054,curso#120,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=186
0000-0000-0000-0121,user121,NombreUsuario121,Apellido121,user121@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729121,187,curso #121,1596547054,1603547054,curso#121,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=187
0000-0000-0000-0122,user122,NombreUsuario122,Apellido122,user122@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729122,188,curso #122,1596547054,1603547054,curso#122,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=188
0000-0000-0000-0123,user123,NombreUsuario123,Apellido123,user123@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729123,189,curso #123,1596547054,1603547054,curso#123,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=189
0000-0000-0000-0124,user124,NombreUsuario124,Apellido124,user124@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729124,190,curso #124,1596547054,1603547054,curso#124,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=190
0000-0000-0000-0125,user125,NombreUsuario125,Apellido125,user125@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729125,191,curso #125,1596547055,1603547055,curso#125,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=191
0000-0000-0000-0126,user126,NombreUsuario126,Apellido126,user126@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729126,192,curso #126,1596547055,1603547055,curso#126,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=192
0000-0000-0000-0127,user127,NombreUsuario127,Apellido127,user127@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729127,193,curso #127,1596547055,1603547055,curso#127,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=193
0000-0000-0000-0128,user128,NombreUsuario128,Apellido128,user128@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729128,194,curso #128,1596547055,1603547055,curso#128,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=194
0000-0000-0000-0129,user129,NombreUsuario129,Apellido129,user129@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729129,195,curso #129,1596547056,1603547056,curso#129,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=195
0000-0000-0000-0130,user130,NombreUsuario130,Apellido130,user130@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729130,196,curso #130,1596547056,1603547056,curso#130,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=196
0000-0000-0000-0131,user131,NombreUsuario131,Apellido131,user131@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729131,197,curso #131,1596547056,1603547056,curso#131,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=197
0000-0000-0000-0132,user132,NombreUsuario132,Apellido132,user132@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729132,198,curso #132,1596547056,1603547056,curso#132,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=198
0000-0000-0000-0133,user133,NombreUsuario133,Apellido133,user133@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729133,199,curso #133,1596547057,1603547057,curso#133,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=199
0000-0000-0000-0134,user134,NombreUsuario134,Apellido134,user134@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729134,200,curso #134,1596547057,1603547057,curso#134,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=200
0000-0000-0000-0135,user135,NombreUsuario135,Apellido135,user135@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729135,201,curso #135,1596547057,1603547057,curso#135,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=201
0000-0000-0000-0136,user136,NombreUsuario136,Apellido136,user136@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729136,202,curso #136,1596547057,1603547057,curso#136,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=202
0000-0000-0000-0137,user137,NombreUsuario137,Apellido137,user137@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729137,203,curso #137,1596547058,1603547058,curso#137,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=203
0000-0000-0000-0138,user138,NombreUsuario138,Apellido138,user138@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729138,204,curso #138,1596547058,1603547058,curso#138,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=204
0000-0000-0000-0139,user139,NombreUsuario139,Apellido139,user139@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729139,205,curso #139,1596547058,1603547058,curso#139,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=205
0000-0000-0000-0140,user140,NombreUsuario140,Apellido140,user140@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729140,206,curso #140,1596547058,1603547058,curso#140,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=206
0000-0000-0000-0141,user141,NombreUsuario141,Apellido141,user141@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729141,207,curso #141,1596547059,1603547059,curso#141,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=207
0000-0000-0000-0142,user142,NombreUsuario142,Apellido142,user142@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729142,208,curso #142,1596547059,1603547059,curso#142,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=208
0000-0000-0000-0143,user143,NombreUsuario143,Apellido143,user143@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729143,209,curso #143,1596547059,1603547059,curso#143,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=209
0000-0000-0000-0144,user144,NombreUsuario144,Apellido144,user144@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729144,210,curso #144,1596547059,1603547059,curso#144,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=210
0000-0000-0000-0145,user145,NombreUsuario145,Apellido145,user145@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729145,211,curso #145,1596547060,1603547060,curso#145,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=211
0000-0000-0000-0146,user146,NombreUsuario146,Apellido146,user146@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729146,212,curso #146,1596547060,1603547060,curso#146,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=212
0000-0000-0000-0147,user147,NombreUsuario147,Apellido147,user147@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729147,213,curso #147,1596547060,1603547060,curso#147,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=213
0000-0000-0000-0148,user148,NombreUsuario148,Apellido148,user148@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729148,214,curso #148,1596547060,1603547060,curso#148,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=214
0000-0000-0000-0149,user149,NombreUsuario149,Apellido149,user149@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729149,215,curso #149,1596547061,1603547061,curso#149,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=215
0000-0000-0000-0150,user150,NombreUsuario150,Apellido150,user150@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729150,216,curso #150,1596547061,1603547061,curso#150,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=216
0000-0000-0000-0151,user151,NombreUsuario151,Apellido151,user151@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729151,217,curso #151,1596547061,1603547061,curso#151,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=217
0000-0000-0000-0152,user152,NombreUsuario152,Apellido152,user152@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729152,218,curso #152,1596547061,1603547061,curso#152,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=218
0000-0000-0000-0153,user153,NombreUsuario153,Apellido153,user153@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729153,219,curso #153,1596547062,1603547062,curso#153,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=219
0000-0000-0000-0154,user154,NombreUsuario154,Apellido154,user154@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729154,220,curso #154,1596547062,1603547062,curso#154,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=220
0000-0000-0000-0155,user155,NombreUsuario155,Apellido155,user155@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729155,221,curso #155,1596547062,1603547062,curso#155,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=221
0000-0000-0000-0156,user156,NombreUsuario156,Apellido156,user156@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729156,222,curso #156,1596547062,1603547062,curso#156,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=222
0000-0000-0000-0157,user157,NombreUsuario157,Apellido157,user157@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729157,223,curso #157,1596547063,1603547063,curso#157,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=223
0000-0000-0000-0158,user158,NombreUsuario158,Apellido158,user158@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729158,224,curso #158,1596547063,1603547063,curso#158,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=224
0000-0000-0000-0159,user159,NombreUsuario159,Apellido159,user159@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729159,225,curso #159,1596547063,1603547063,curso#159,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=225
0000-0000-0000-0160,user160,NombreUsuario160,Apellido160,user160@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729160,226,curso #160,1596547063,1603547063,curso#160,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=226
0000-0000-0000-0161,user161,NombreUsuario161,Apellido161,user161@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729161,227,curso #161,1596547064,1603547064,curso#161,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=227
0000-0000-0000-0162,user162,NombreUsuario162,Apellido162,user162@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729162,228,curso #162,1596547064,1603547064,curso#162,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=228
0000-0000-0000-0163,user163,NombreUsuario163,Apellido163,user163@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729163,229,curso #163,1596547064,1603547064,curso#163,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=229
0000-0000-0000-0164,user164,NombreUsuario164,Apellido164,user164@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729164,230,curso #164,1596547064,1603547064,curso#164,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=230
0000-0000-0000-0165,user165,NombreUsuario165,Apellido165,user165@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729165,231,curso #165,1596547065,1603547065,curso#165,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=231
0000-0000-0000-0166,user166,NombreUsuario166,Apellido166,user166@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729166,232,curso #166,1596547065,1603547065,curso#166,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=232
0000-0000-0000-0167,user167,NombreUsuario167,Apellido167,user167@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729167,233,curso #167,1596547065,1603547065,curso#167,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=233
